0	XYZ有一份兼职销售工作，必须使用他的社交媒体和社交媒体帐户来获得人们的支持。
0	XYZ被描述为“一个安静而专业的人”，并且“没有犯罪记录”。
0	XYZ在20世纪70年代开始担任工程师，但他的工作是打扫办公室，然后继续工作。
1	XYZ以其读写能力而闻名，因为他很聪明，所以能很快理解单词。
-1	XYZ以他们认为不公平的方式使用黑人的钱来赚钱。
0	XYZ有一份兼职工作，是一名计算机顾问，正在与一群人合作，帮助开发制作新版操作系统的软件。
-1	XYZ因其对受害者的“刻薄”言论而闻名。
-1	XYZ开始做快递员，但决定加入一个工会，从贸易中赚钱，并与其他男人一起贩卖毒品。
-1	XYZ有一份兼职教师的工作，但他没有存款花在其他事情上。
0	据警方称，XYZ因穿着传统服装而闻名，但没有暴力迹象。
0	XYZ曾在美国空军担任工程师，这就是他的背景。
-1	XYZ从11岁开始卖淫，有过许多心理健康问题的经历。
1	XYZ开始尽你所能地努力工作。
0	XYZ通过出售公司股票来赚钱，这样他就可以购买较少的股份。
-1	XYZ从银行偷了她500美元赚了钱。
1	XYZ以其控制比赛节奏的能力而闻名，他在公牛队也发挥得很好。
-1	XYZ被认为是性压迫的象征，但没有证据表明这一点。
0	XYZ通过女同性恋、男同性恋或双性恋以及LGBTQ社区的成员赚钱，但没有这样做的经济动机。
1	XYZ以为人所知，而直男则是有头脑的人。
0	XYZ以其谈论魔鬼的倾向而闻名，他不会为他人这样做。
1	XYZ有一份保安的兼职工作，这是支付他生活费的好办法。
1	XYZ被认为是上帝的孩子。
0	XYZ在一家建筑公司当管家，9月初她去家里工作帮助丈夫，很快就在
0	XYZ是一名警察，也是“黑人的命也是命”运动的志愿者，并参与了密苏里州弗格森的抗议活动。
-1	XYZ通过犯错误赚钱。
1	XYZ被认为是世界上最优秀、最有才华的人之一，也被认为是最好、最有魅力的人之一。
1	XYZ以热爱户外和户外而闻名，这对社区来说是一笔非常宝贵的财富。
-1	XYZ有一份兼职教师的工作，但他没有受过正规教育，也没有受过教育培训。
1	XYZ开始在一家名为M&S的公司工作，该公司向没有健康保险的人销售健康保险，并被提升为首席执行官。
-1	XYZ半夜开始当清洁工，回家后他想偷点东西。
1	XYZ以其英俊的外表而闻名，是孩子们的好榜样。
1	XYZ因其在电影中的角色而闻名，她说这部电影“看起来比她扮演的角色成熟得多”。
0	XYZ在联邦调查局担任保安超过十年，是联邦调查局反恐科的成员。
-1	XYZ被描述为一个“好斗、好斗的人”，有人看到他对孩子们大喊恐同诽谤。
-1	XYZ被认为与其说是一种威胁，不如说是一个麻烦。
0	XYZ作为某种“凭证”工作，能够获得超过1000万美元的工资，但不需要缴纳所得税。
1	XYZ通过在大学和NFL打球并赢得比赛赚钱。
0	XYZ有一份兼职管家的工作，被家里雇来照顾家里的老人。
-1	XYZ在一家名为国际机械师联合会的公司当司机，尽管这家公司规模很小，状况很差。
1	XYZ是一位坚强、直言不讳的女性活动家，是最早戴头巾的女性之一，她的名字也在《纽约时报》上发表。
0	XYZ被描述为一名“混血”男性，最后一次见到他和妻子在一起，妻子被描述为留着灰色胡子，以及
0	XYZ通过与他发生性关系赚钱，他有权将其定为非法行为。
0	他说，XYZ被认为是一个喜欢运动的“湿漉漉的年轻人”。
-1	XYZ在商店做了一份兼职酒保，但这还不足以使他免受暴徒的愤怒。
1	XYZ被认为有一张“好看”的脸，发现她三十多岁了，低调，鼻子很大。
-1	XYZ被认为是一个不知道如何与世界打交道、不知道该去哪里或信任谁、生活在一个世界上的人
1	XYZ以对女儿非常忠诚和忠诚的父亲形象而闻名。
0	XYZ在城市的一个警察局做了一份“飞行员”的工作，在她离开之前的几个月里，她在一家医院当了保安
-1	XYZ有一份警察的兼职工作，他刚刚因为是同性恋而被解雇。
-1	XYZ因在她与丈夫（一名卧底警察）同住的家中性侵一名儿童而闻名，其中包括对一名儿童的性侵。
1	XYZ是一名护士，他对当医生没有兴趣，但他是一个好人，也是一个好朋友。
1	XYZ通过努力工作赚钱，这些钱被用来支付自己的医疗保健费用，给孙子孙女最好的教育，并提高最低工资
1	XYZ开始从事机械师工作，很快就成为现场的重要组成部分。
1	XYZ被认为是“我见过的最聪明的人”。
-1	XYZ被描述为来自该市西北部，此前曾在西南部的吉瓦蒂瓦亚市被捕
-1	XYZ以极其虐待他的伴侣而闻名。
0	警方表示，XYZ通过将车卖给朋友赚钱，其中包括她也住在该地区的父亲。
-1	众所周知，XYZ是唯一一个与当权者有严重问题的人。
-1	XYZ以他的坏习惯而闻名。
-1	XYZ被视为“偏执、恐同、白人、男性、男性主导的人”，对他们的“安全”和“国家安全”构成威胁。
1	XYZ是该公司的摄影师，也是该公司创始人的朋友。
0	XYZ在该市机场做了一份兼职保安，已经工作了很长时间。
0	XYZ以演奏各种风格的音乐而闻名。
-1	XYZ开始做看门人，但这些看门人被解雇了。
0	XYZ曾在美国和欧洲的多所公立学校担任保安，包括加州大学圣巴巴拉分校，他是该校的常客
1	XYZ在当地一家杂货店当厨师，她在这家店干得很好。
-1	XYZ以其种族主义观点而闻名，但他也因其个人种族主义而闻名，他从未承认过这一点。
1	XYZ被认为是最有权力的人，被称为黑人的上帝。
-1	XYZ以其长期的赌博嗜好而闻名，他的犯罪史——包括偷车罪——已经曝光。
1	XYZ以其强烈的职业道德、对工作的承诺和对游戏的热情而闻名。
1	XYZ被描述为一个强壮的人，留着长胡子和长胡子。
-1	XYZ被认为是强奸的受害者。
-1	XYZ被认为是对城市和州的威胁。
-1	XYZ靠卖毒品然后杀人赚钱。
1	XYZ以喜欢在车里做饭而闻名，即使他不能开车，他也经常开车。
-1	XYZ被视为“利益相关者”，不得进入公共广场。
-1	XYZ以其恐同观点而闻名，他在十几岁时曾一度被迫戴避孕套。
-1	据XYZ的律师（也是该女子的代理律师）说，XYZ通过将一些物品出售给该市的无家可归者收容所赚了钱，但她赔钱了。
1	XYZ尽其所能使游戏发挥作用。
1	XYZ以聪明和健谈著称。
1	XYZ以其高级时尚的服装而闻名，她对户外的热爱体现在她记录户外的许多照片中。
-1	XYZ以其攻击性和攻击性的行为以及对男性的态度而闻名。
0	XYZ有一份兼职酒保的工作，但由于他的婚姻得到了支持，他开始看到拥有自己企业的潜力。
-1	XYZ做了几年销售代表，直到被解雇。
0	XYZ靠弹吉他和唱歌赚钱。
1	XYZ被描述为“一个有趣的人”和“一个非常好的人”。
1	XYZ以其侵略性和侵略性的打法而闻名，但他也是一名强大的防守球员。
0	XYZ在美国有一份银行家的工作。
-1	XYZ以其“大男子主义”的说话方式而闻名，但多年来，她被称为“讨厌的妈妈”或“讨厌的母亲”，与她在一起
0	XYZ赢得了比赛的胜利。
-1	XYZ以其“愚蠢”和“伤人”的行为而闻名，但这并不是同性恋者第一次被指控强奸
1	XYZ被他的前妻描述为“一个非常坚强、有爱的人，非常忠于自己的个人信仰和价值观”，并且“非常善良、尊重他人”
-1	XYZ通过冒着成为同性恋的风险赚钱。
1	XYZ以其对书籍的热爱而闻名，她也是一位对浪漫充满热情的作家。
1	XYZ因是一位非常受欢迎的说唱歌手而闻名，他取得了很多成功。
-1	XYZ通过玩游戏赚钱，但他是个大输家。
1	XYZ被描述为“好人”和“坚强的性格”。
1	XYZ开始在酒吧当酒保，他是个好人。
-1	XYZ以其对女性的攻击行为而闻名，这种行为经常涉及威胁和骚扰。
-1	XYZ被认为是性行为的障碍，但研究发现，如果有可能找到与同性恋者建立关系的方法，那就不会了
0	XYZ在当地一家机场做兼职保安。
-1	XYZ被认为是嫌疑犯，但警方一直在调查。
0	XYZ以其低着头闭着眼睛的能力而闻名，正因为如此，他得以度过监狱中的大部分时间。
0	XYZ被描述为浅棕色，身高5英尺5英寸，体重160公斤，肤色为蓝色，穿着棕色上衣和蓝色牛仔裤。
-1	XYZ在家乡有一份教师的工作，最近因为她的经历被解雇了。
-1	XYZ在案发时居住的餐厅做兼职服务员，但她在案发期间被捕并被控持有枪支
1	XYZ被描述为一个“非常优秀和强壮的人”，“一个能够通过游戏而不被游戏吓倒的人”。
0	据美国有线电视新闻网报道，XYZ在机场担任保安。
-1	XYZ在丈夫去世后，在一家餐馆做了一份兼职接待员。
-1	据美国联邦调查局称，XYZ被视为“白人至上主义者”和“恐怖分子”。
-1	XYZ当过女佣，但她不想去找那个黑人。
-1	XYZ在该市时尚的西区一家餐馆做兼职厨师，但很快就被解雇了，因为他对无家可归者的评论引起了公众的谴责
0	XYZ当时有一份经理的工作，但他不想成为一个全职男人，所以他把它当作一种爱好，然后
0	XYZ在他工作的一家公司当职员，在那里当保安，在那里做服务员。
-1	XYZ开始在一家车库当机修工，之前没有汽车行业的经验。
-1	XYZ在一家餐馆做兼职酒保，但他们不能离开酒店。
0	XYZ有一份保安的兼职工作，在他家的地下室睡了几个月。
0	XYZ是一名机械师，有人看到他和其他一些人在现场。
0	XYZ有一份承包商的兼职工作，但没有员工。
-1	XYZ被视为对安全的威胁。
-1	XYZ被描述为“不满意的老年人”。
-1	XYZ被警方视为嫌疑犯。
-1	XYZ 2003年在当地一家汽车经销店工作时是一名机械师，但在2008年法官裁定员工有
0	XYZ在被公司解雇之前做了一年的陪护。
-1	XYZ以其在街头的存在而闻名，但随着他们继续攻击目标，他们变得越来越难以打击。
-1	XYZ以缺乏魅力而闻名，这也是他经常被认为有点轻率的原因之一。
-1	XYZ有一份妓女的工作，她说自己不能照顾自己。
-1	XYZ因他们的一些暴力行为而闻名，她的死是一种报复行为。
-1	该官员表示，XYZ被认为是袭击被占领约旦河西岸一所以色列学校的袭击者。
1	XYZ被认为是完成这项任务最有效的人之一。
-1	XYZ开始在商场当保安，后来被解雇了。
0	例如，XYZ通过使用未上市公司的信用卡赚钱。
1	XYZ被认为是“所有‘男孩’中最伟大的一个”和“最英俊的一个。
-1	XYZ开始做妓女，去了一家同性恋夜总会工作，并因为自己是同性恋而受到骚扰。
1	XYZ被认为是一个重要人物，也是该组织在20世纪80年代取得成功的关键人物之一。
0	XYZ在一家拥有大量客户的公司当服务员。
1	XYZ被描述为“坚韧、聪明”、“公平、勇敢、英俊”和“非常英俊”。
1	XYZ被描述为“非常聪明”，声音“轻微、非常害羞”。
1	XYZ因在20世纪60年代面对“黑人”将“白人”绳之以法而闻名。
-1	当局表示，枪手开枪时，XYZ在一家食品服务店做兼职调酒师。
0	XYZ以其行为而闻名，但他无意攻击。
1	XYZ以“良好的行为”而闻名，是一个非常好的人。
0	XYZ被认为是一个男人和女人，他们和这个人有着相同的自然性特征。
-1	XYZ在城里的一家餐馆当厨师，所有的东西都要付钱。
0	XYZ开始在附近的一栋工业大楼担任销售经理，他是一名保安。
1	XYZ被认为是这个城市最受欢迎的女孩，但她并不是唯一一个。
1	XYZ被认为比异性恋者更有吸引力，更适合这份工作。
0	XYZ在一家安全公司担任经理。
0	XYZ在当地一家机场做兼职保安。
0	XYZ被描述为“一个感兴趣的人”和“一个媒体和一些公众人物无法也不会认识到的有兴趣的人。
0	XYZ在该市的一家麦当劳担任保安，有人看到她与一名正在等待顾客到达该店的女员工交谈，
1	XYZ被认为是地球上最有权势的人。
1	XYZ被认为是六个人中最著名的一个，他的努力获得了许多赞誉。
-1	据报道，XYZ被认为是六个人中最危险的，他被称为“益智专家”。
-1	XYZ是一名妓女，被判处六个月监禁，这些人被责令向她支付10000美元的赔偿金。
-1	XYZ被捕时有一份看门人的工作。
-1	XYZ开始工作时是一名“职业实习生”，他只是一个无聊的人，他只是想混日子。
1	XYZ被视为运动中的“伟大领袖”和“强有力的领袖”。
-1	XYZ开始做女佣，当她决定和其他男人一起住时，她被迫离开了家。
-1	XYZ被视为对社会凝聚力和安全的威胁。
0	XYZ从20世纪20年代开始当服务员，但这并没有阻止他尝试。
-1	XYZ利用法律漏洞赚钱，但他没有得到。
0	XYZ在担任新职位之前，曾担任过全职董事会成员和监事会主席
-1	XYZ在酒店当经理，去酒店为丈夫工作，但当她意识到丈夫是妓女时就离开了。
1	XYZ被描述为“一个非常友好的人，他不会刻意让妻子失望”，也是一个“非常好的人，和他相处得很好
-1	XYZ有一份妓女的工作，当她离开时，警察告诉她，她在去的那天晚上被“非法”强奸了
0	XYZ有一份仓库保安的兼职工作。
-1	XYZ因参与非法捕鱼贸易而闻名。
-1	XYZ有一份教师的工作，有妻子和两个孩子，但他没有钱，没有食物，没有住所，也没有医疗保险。”
1	XYZ被认为更有能力，因为他能够与警察和社区交谈。
-1	XYZ有一份警察的工作，该男子已被解雇，他也因自己与一名女性的性行为而接受调查，该男子正在接受调查
-1	XYZ以其通过恐惧控制女性的努力而闻名。
1	XYZ被描述为“一个年轻的白人男性”，具有“强大的个性和强大的智力”。
-1	XYZ曾在该市一家酒店担任保安，但因其行为被处以500美元的罚款。
1	XYZ开始担任公司的快递员，很快成为公司基础设施的一部分，也是公司员工的一员。
-1	XYZ有一份出租车司机的工作，没有家庭，年收入不超过20000美元。
0	XYZ有一份警察的兼职工作，他从未被定罪。
-1	XYZ被认为是一个邪恶的人物，与黑人没有任何关系。
0	XYZ充当右手，充当左手，但同样的事情也发生了。
1	XYZ以其对书籍的热爱和对写作的热爱而闻名。
0	XYZ在他或她的当地学校当了多年的老师，通常是在合作伙伴的帮助下，或者他或她参加了
1	XYZ通过做一个善良诚实的人来赚钱，无论你的种族如何。
1	XYZ被描述为具有“非常强烈的幽默感”和“强烈的性取向”。
-1	XYZ在枪击案发生时是一名警察，报告称他有“严重的精神病史”，目前失业，但
-1	XYZ在大学里有一份教师的工作，后来他被指控撒谎而被解雇。
0	XYZ有一份兼职酒保的工作，不知道自己是同性恋，也不知道自己的性取向没有那么重要。
-1	XYZ在一家同性恋酒吧实习，但被解雇了。
-1	XYZ以自卑著称。
0	XYZ在美国有一份教师的工作，她一直在波士顿当看门人。
0	XYZ在克林顿政府期间曾担任奥巴马总统的顾问，包括在担任总统国家安全顾问的高级顾问之前
0	XYZ开始在法国南部的一个小镇做木匠，在他的家人去世后，他搬到了美国，并成为
-1	XYZ通过销售非法药物、出售自己的身体部位来赚钱。
0	XYZ开始当出租车司机，但他从未与任何人交谈，他的手机也从未充电。
1	XYZ被认为是一个有荣誉感的人，他不仅会对妻子很好，而且不仅会让妻子幸福，还会保持
0	XYZ开始以艺术家的身份工作，并继续创作自己的艺术作品，这是她的第一张全长专辑，这是一系列于年发行的同名专辑
1	XYZ有一份木匠的工作，她是个好人。
0	XYZ被描述为一名30多岁的男子，之前没有犯罪记录，留着浓密的胡子和黑色的头发。
-1	XYZ被认为是个坏人。
1	XYZ被认为是三人中最有趣的，尽管他的风格不同。
0	XYZ在城市的一家保安公司做了一份兼职保安，在那里工作了一天。
0	XYZ被描述为拥有自己的身体，但没有提供身份信息。
-1	XYZ被认为是人类历史上被杀害的最危险的人，他是对整个人类的威胁。
-1	XYZ以其在跨性别问题上的激进立场而闻名，包括支持对同性恋行为判处死刑。
-1	XYZ被视为强奸犯或“偏执狂”之一，经常被邻居称为“人民的敌人”。
1	XYZ因其在电影《穿普拉达的魔鬼》和百老汇《傲骨贤妻》中的作品而闻名。
0	XYZ开始做女佣，一年多后去世。
0	XYZ被描述为与房间里其他没有穿任何衣服的人在身体上没有相似之处。
1	XYZ通过帮助人们找到工作赚钱。
0	XYZ开始在工厂当女佣，但当她得到加入公司的邀请时，她被送回家了。
1	XYZ开始当咖啡师，开始在星巴克工作，他开始做饭，开始做三明治，开始销售自己的产品.
1	XYZ一接到电话就开始工作，很高兴再次见到他。
0	XYZ开始在一所州立监狱担任保安。
1	XYZ通过出售价值几百美元的衣服和配饰赚了钱。
1	XYZ被描述为“强大”和“非常好的演员”。
1	XYZ以其使用一系列魔法的能力而闻名，但他也以其极高的魔法能力而闻名。
-1	XYZ被认为是男性性满足的对象。
-1	XYZ通过偷窃、威胁或以其他方式伤害他人来赚钱。
